X-Axis	CC9_MI1_H2O_50X
 2.971364377E+03	 1.285099976E+03
 2.974884197E+03	 1.274300049E+03
 2.978402397E+03	 1.277000000E+03
 2.981918979E+03	 1.293199951E+03
 2.985433943E+03	 1.275300049E+03
 2.988947291E+03	 1.283800049E+03
 2.992459024E+03	 1.284599976E+03
 2.995969144E+03	 1.280099976E+03
 2.999477650E+03	 1.281500000E+03
 3.002984545E+03	 1.284199951E+03
 3.006489830E+03	 1.279000000E+03
 3.009993505E+03	 1.283699951E+03
 3.013495572E+03	 1.281599976E+03
 3.016996032E+03	 1.286900024E+03
 3.020494886E+03	 1.283599976E+03
 3.023992135E+03	 1.284000000E+03
 3.027487780E+03	 1.280300049E+03
 3.030981823E+03	 1.279599976E+03
 3.034474265E+03	 1.285699951E+03
 3.037965106E+03	 1.286699951E+03
 3.041454348E+03	 1.291199951E+03
 3.044941993E+03	 1.285199951E+03
 3.048428040E+03	 1.288599976E+03
 3.051912492E+03	 1.287900024E+03
 3.055395349E+03	 1.292199951E+03
 3.058876612E+03	 1.295400024E+03
 3.062356283E+03	 1.293800049E+03
 3.065834363E+03	 1.305699951E+03
 3.069310853E+03	 1.297199951E+03
 3.072785754E+03	 1.297300049E+03
 3.076259067E+03	 1.305800049E+03
 3.079730793E+03	 1.293300049E+03
 3.083200933E+03	 1.301099976E+03
 3.086669489E+03	 1.305800049E+03
 3.090136462E+03	 1.304800049E+03
 3.093601852E+03	 1.304199951E+03
 3.097065661E+03	 1.313000000E+03
 3.100527890E+03	 1.303599976E+03
 3.103988540E+03	 1.299699951E+03
 3.107447612E+03	 1.306699951E+03
 3.110905108E+03	 1.299900024E+03
 3.114361027E+03	 1.306500000E+03
 3.117815372E+03	 1.307300049E+03
 3.121268144E+03	 1.308699951E+03
 3.124719344E+03	 1.308199951E+03
 3.128168972E+03	 1.307000000E+03
 3.131617030E+03	 1.302099976E+03
 3.135063519E+03	 1.304699951E+03
 3.138508440E+03	 1.299800049E+03
 3.141951794E+03	 1.303000000E+03
 3.145393583E+03	 1.304000000E+03
 3.148833807E+03	 1.305400024E+03
 3.152272467E+03	 1.300800049E+03
 3.155709565E+03	 1.306699951E+03
 3.159145102E+03	 1.297500000E+03
 3.162579078E+03	 1.309400024E+03
 3.166011495E+03	 1.308300049E+03
 3.169442355E+03	 1.312800049E+03
 3.172871657E+03	 1.304900024E+03
 3.176299403E+03	 1.305699951E+03
 3.179725594E+03	 1.303199951E+03
 3.183150232E+03	 1.305699951E+03
 3.186573317E+03	 1.301300049E+03
 3.189994851E+03	 1.311699951E+03
 3.193414834E+03	 1.312000000E+03
 3.196833268E+03	 1.322199951E+03
 3.200250154E+03	 1.319199951E+03
 3.203665492E+03	 1.325400024E+03
 3.207079284E+03	 1.323199951E+03
 3.210491531E+03	 1.322099976E+03
 3.213902234E+03	 1.324599976E+03
 3.217311395E+03	 1.329199951E+03
 3.220719013E+03	 1.323199951E+03
 3.224125091E+03	 1.327000000E+03
 3.227529629E+03	 1.331000000E+03
 3.230932628E+03	 1.332400024E+03
 3.234334090E+03	 1.335599976E+03
 3.237734016E+03	 1.340500000E+03
 3.241132406E+03	 1.337300049E+03
 3.244529262E+03	 1.340199951E+03
 3.247924585E+03	 1.355599976E+03
 3.251318375E+03	 1.349900024E+03
 3.254710635E+03	 1.345500000E+03
 3.258101364E+03	 1.347400024E+03
 3.261490564E+03	 1.343699951E+03
 3.264878237E+03	 1.356400024E+03
 3.268264383E+03	 1.360199951E+03
 3.271649003E+03	 1.353599976E+03
 3.275032098E+03	 1.367300049E+03
 3.278413670E+03	 1.368599976E+03
 3.281793719E+03	 1.367300049E+03
 3.285172246E+03	 1.369800049E+03
 3.288549253E+03	 1.362800049E+03
 3.291924741E+03	 1.367199951E+03
 3.295298710E+03	 1.373099976E+03
 3.298671162E+03	 1.362500000E+03
 3.302042098E+03	 1.375400024E+03
 3.305411519E+03	 1.382000000E+03
 3.308779425E+03	 1.379099976E+03
 3.312145819E+03	 1.390599976E+03
 3.315510700E+03	 1.388500000E+03
 3.318874071E+03	 1.392800049E+03
 3.322235931E+03	 1.391699951E+03
 3.325596283E+03	 1.403099976E+03
 3.328955127E+03	 1.396699951E+03
 3.332312464E+03	 1.409699951E+03
 3.335668295E+03	 1.412099976E+03
 3.339022622E+03	 1.409800049E+03
 3.342375445E+03	 1.422900024E+03
 3.345726766E+03	 1.419900024E+03
 3.349076585E+03	 1.429300049E+03
 3.352424904E+03	 1.419800049E+03
 3.355771723E+03	 1.416500000E+03
 3.359117044E+03	 1.426800049E+03
 3.362460867E+03	 1.436300049E+03
 3.365803194E+03	 1.450800049E+03
 3.369144026E+03	 1.427199951E+03
 3.372483363E+03	 1.455199951E+03
 3.375821208E+03	 1.449900024E+03
 3.379157560E+03	 1.461199951E+03
 3.382492421E+03	 1.458199951E+03
 3.385825792E+03	 1.455400024E+03
 3.389157674E+03	 1.456900024E+03
 3.392488068E+03	 1.471699951E+03
 3.395816975E+03	 1.469099976E+03
 3.399144396E+03	 1.468400024E+03
 3.402470332E+03	 1.481800049E+03
 3.405794785E+03	 1.476900024E+03
 3.409117754E+03	 1.485699951E+03
 3.412439242E+03	 1.473900024E+03
 3.415759248E+03	 1.492699951E+03
 3.419077775E+03	 1.489199951E+03
 3.422394824E+03	 1.503699951E+03
 3.425710394E+03	 1.496800049E+03
 3.429024488E+03	 1.514500000E+03
 3.432337107E+03	 1.510900024E+03
 3.435648250E+03	 1.512400024E+03
 3.438957921E+03	 1.519800049E+03
 3.442266118E+03	 1.518300049E+03
 3.445572844E+03	 1.536199951E+03
 3.448878100E+03	 1.530599976E+03
 3.452181886E+03	 1.537000000E+03
 3.455484203E+03	 1.548699951E+03
 3.458785053E+03	 1.544900024E+03
 3.462084437E+03	 1.548699951E+03
 3.465382355E+03	 1.551800049E+03
 3.468678809E+03	 1.564199951E+03
 3.471973800E+03	 1.562500000E+03
 3.475267328E+03	 1.556000000E+03
 3.478559395E+03	 1.572000000E+03
 3.481850002E+03	 1.585699951E+03
 3.485139149E+03	 1.581900024E+03
 3.488426838E+03	 1.594699951E+03
 3.491713070E+03	 1.597900024E+03
 3.494997845E+03	 1.604800049E+03
 3.498281165E+03	 1.600699951E+03
 3.501563031E+03	 1.607699951E+03
 3.504843444E+03	 1.619000000E+03
 3.508122405E+03	 1.617400024E+03
 3.511399914E+03	 1.629300049E+03
 3.514675974E+03	 1.625599976E+03
 3.517950584E+03	 1.649000000E+03
 3.521223746E+03	 1.635699951E+03
 3.524495461E+03	 1.644599976E+03
 3.527765730E+03	 1.653599976E+03
 3.531034554E+03	 1.646900024E+03
 3.534301933E+03	 1.669800049E+03
 3.537567870E+03	 1.665599976E+03
 3.540832364E+03	 1.661300049E+03
 3.544095418E+03	 1.667800049E+03
 3.547357031E+03	 1.678000000E+03
 3.550617205E+03	 1.678400024E+03
 3.553875941E+03	 1.680900024E+03
 3.557133241E+03	 1.687699951E+03
 3.560389104E+03	 1.685800049E+03
 3.563643532E+03	 1.690699951E+03
 3.566896526E+03	 1.685800049E+03
 3.570148087E+03	 1.689300049E+03
 3.573398216E+03	 1.700500000E+03
 3.576646914E+03	 1.694199951E+03
 3.579894182E+03	 1.701300049E+03
 3.583140021E+03	 1.692300049E+03
 3.586384432E+03	 1.683800049E+03
 3.589627416E+03	 1.685000000E+03
 3.592868974E+03	 1.680699951E+03
 3.596109107E+03	 1.674099976E+03
 3.599347816E+03	 1.679500000E+03
 3.602585102E+03	 1.669199951E+03
 3.605820966E+03	 1.661500000E+03
 3.609055409E+03	 1.653400024E+03
 3.612288432E+03	 1.630699951E+03
 3.615520035E+03	 1.626500000E+03
 3.618750221E+03	 1.610000000E+03
 3.621978990E+03	 1.589599976E+03
 3.625206343E+03	 1.570900024E+03
 3.628432281E+03	 1.549000000E+03
 3.631656805E+03	 1.537300049E+03
 3.634879915E+03	 1.521699951E+03
 3.638101614E+03	 1.496900024E+03
 3.641321902E+03	 1.480099976E+03
 3.644540780E+03	 1.456099976E+03
 3.647758248E+03	 1.443099976E+03
 3.650974309E+03	 1.413099976E+03
 3.654188962E+03	 1.396199951E+03
 3.657402210E+03	 1.370400024E+03
 3.660614052E+03	 1.352300049E+03
 3.663824491E+03	 1.333699951E+03
 3.667033526E+03	 1.316199951E+03
 3.670241159E+03	 1.298199951E+03
 3.673447391E+03	 1.277000000E+03
 3.676652223E+03	 1.273000000E+03
 3.679855656E+03	 1.255000000E+03
 3.683057691E+03	 1.242599976E+03
 3.686258328E+03	 1.226099976E+03
 3.689457570E+03	 1.216199951E+03
 3.692655416E+03	 1.200099976E+03
 3.695851868E+03	 1.199699951E+03
 3.699046927E+03	 1.189199951E+03
 3.702240594E+03	 1.187199951E+03
 3.705432870E+03	 1.183699951E+03
 3.708623755E+03	 1.167500000E+03
 3.711813251E+03	 1.166800049E+03
 3.715001359E+03	 1.156800049E+03
 3.718188080E+03	 1.162400024E+03
 3.721373415E+03	 1.153500000E+03
 3.724557364E+03	 1.153000000E+03
 3.727739929E+03	 1.138500000E+03
 3.730921111E+03	 1.139699951E+03
 3.734100910E+03	 1.144400024E+03
 3.737279329E+03	 1.144199951E+03
 3.740456367E+03	 1.132800049E+03
 3.743632025E+03	 1.139800049E+03
 3.746806305E+03	 1.134500000E+03
 3.749979208E+03	 1.127900024E+03
 3.753150735E+03	 1.126599976E+03
 3.756320886E+03	 1.127099976E+03
 3.759489663E+03	 1.121000000E+03
 3.762657067E+03	 1.130000000E+03
 3.765823098E+03	 1.122500000E+03
 3.768987757E+03	 1.126800049E+03
 3.772151047E+03	 1.124300049E+03
 3.775312966E+03	 1.128099976E+03
 3.778473518E+03	 1.127800049E+03
 3.781632702E+03	 1.116900024E+03
 3.784790519E+03	 1.116199951E+03
 3.787946971E+03	 1.119500000E+03
 3.791102058E+03	 1.118500000E+03
 3.794255782E+03	 1.110599976E+03
 3.797408144E+03	 1.111500000E+03
 3.800559144E+03	 1.111000000E+03
 3.803708783E+03	 1.115000000E+03
 3.806857062E+03	 1.111400024E+03
 3.810003984E+03	 1.118800049E+03
 3.813149547E+03	 1.110900024E+03
 3.816293754E+03	 1.102900024E+03
 3.819436605E+03	 1.103699951E+03
 3.822578102E+03	 1.102500000E+03
 3.825718245E+03	 1.110900024E+03
 3.828857035E+03	 1.109800049E+03
 3.831994474E+03	 1.109099976E+03
 3.835130562E+03	 1.105699951E+03
 3.838265300E+03	 1.103900024E+03
 3.841398689E+03	 1.104000000E+03
 3.844530731E+03	 1.105800049E+03
 3.847661426E+03	 1.102300049E+03
 3.850790775E+03	 1.109900024E+03
 3.853918780E+03	 1.105900024E+03
 3.857045440E+03	 1.102500000E+03
 3.860170758E+03	 1.106900024E+03
 3.863294734E+03	 1.103199951E+03
 3.866417369E+03	 1.094699951E+03
 3.869538665E+03	 1.102500000E+03
 3.872658621E+03	 1.104099976E+03
 3.875777240E+03	 1.103500000E+03
 3.878894522E+03	 1.099400024E+03
 3.882010468E+03	 1.092500000E+03
 3.885125078E+03	 1.097699951E+03
 3.888238356E+03	 1.097500000E+03
 3.891350300E+03	 1.092000000E+03
 3.894460912E+03	 1.093800049E+03
 3.897570193E+03	 1.100800049E+03
 3.900678144E+03	 1.097500000E+03
 3.903784767E+03	 1.102000000E+03
 3.906890061E+03	 1.089400024E+03
 3.909994028E+03	 1.100800049E+03
 3.913096669E+03	 1.093400024E+03
 3.916197986E+03	 1.094900024E+03
 3.919297978E+03	 1.098199951E+03
 3.922396647E+03	 1.098400024E+03
 3.925493994E+03	 1.095000000E+03
 3.928590020E+03	 1.089099976E+03
 3.931684726E+03	 1.087199951E+03
 3.934778113E+03	 1.098199951E+03
 3.937870182E+03	 1.096400024E+03
 3.940960934E+03	 1.089400024E+03
 3.944050369E+03	 1.090000000E+03
 3.947138490E+03	 1.086900024E+03
 3.950225296E+03	 1.084500000E+03
 3.953310789E+03	 1.089099976E+03
 3.956394970E+03	 1.086500000E+03
 3.959477840E+03	 1.089599976E+03
 3.962559400E+03	 1.090599976E+03
 3.965639650E+03	 1.084400024E+03
 3.968718593E+03	 1.087199951E+03
 3.971796228E+03	 1.084199951E+03
 3.974872557E+03	 1.081500000E+03
 3.977947581E+03	 1.093500000E+03
 3.981021301E+03	 1.081800049E+03
 3.984093717E+03	 1.079699951E+03
 3.987164831E+03	 1.087699951E+03
 3.990234644E+03	 1.082900024E+03
 3.993303157E+03	 1.079800049E+03
 3.996370371E+03	 1.076400024E+03
 3.999436286E+03	 1.085400024E+03
 4.002500904E+03	 1.081000000E+03
 4.005564226E+03	 1.079099976E+03
 4.008626253E+03	 1.078800049E+03
 4.011686985E+03	 1.077500000E+03
 4.014746424E+03	 1.078400024E+03
 4.017804571E+03	 1.083000000E+03
 4.020861427E+03	 1.081800049E+03
 4.023916992E+03	 1.070699951E+03
 4.026971269E+03	 1.079199951E+03
 4.030024257E+03	 1.072199951E+03
 4.033075957E+03	 1.074300049E+03
 4.036126372E+03	 1.073400024E+03
 4.039175501E+03	 1.072800049E+03
 4.042223346E+03	 1.069500000E+03
 4.045269908E+03	 1.071199951E+03
